item	code	label_en	label_fr	label_de	label_nl	label_es	description_en	description_fr	description_de	description_nl	description_es
http://www.wikidata.org/entity/Q33656	sjd	Kildin Sami	same de Kildin	Kildinsamisch	Kildin-Samisch	sami kildin	Uralic language spoken in northwestern Russia	langue	uralische Sprache im Nordwesten Russlands gesprochen	taal	idioma humano
http://www.wikidata.org/entity/Q3182593	klb	Kiliwa	kiliwa	Kiliwa	Kiliwa	idioma kiliwa	languages	langue yumane	Sprache	taal	lengua
http://www.wikidata.org/entity/Q33573	rw	Kinyarwanda	kinyarwanda	Kinyarwanda	Kinyarwanda	kiñaruanda	Bantu language spoken in Central Africa and East Africa, official in Rwanda	langue bantoue d'Afrique centrale et d'Afrique de l'Est, officielle au Rwanda	Bantu-Sprache in Zentralafrika gesprochen, offiziell in Ruanda	Bantoetaal gesproken in Centraal Afrika	lengua bantú hablada en África Central, oficial en Ruanda
http://www.wikidata.org/entity/Q3944007	kiu	Kirmanjki	Kırmancki	Kırmancki	Kırmancki	Kırmancki	Independent language within the Zaza-Gorani group (ISO 639-3: kiu)	langue iranienne	Sprache	taal	lengua
http://www.wikidata.org/entity/Q33583	rn	Kirundi	kirundi	Kirundi	Kirundi	kirundi	Bantu language	langue bantoue	Bantusprache und eine der Amtssprachen Burundis	taal	lengua bantú
http://www.wikidata.org/entity/Q10134	tlh	Klingon	klingon	Klingonisch		klingon	constructed language created for Star Trek	langage construit créé pour Star Trek	konstruierte Sprache	geconstrueerde taal gemaakt voor Star Trek	lengua construida del universo de Star Trek
http://www.wikidata.org/entity/Q107550949	tlh-latn	Klingon in Okrand notation									
http://www.wikidata.org/entity/Q107550940	tlh-piqd	Klingon in pIqaD	klingon en écriture klingon								
http://www.wikidata.org/entity/Q36459	nui	Kombe	langue kombe	Ngumbi		kombe	language	langue	Sprache	taal	lengua
http://www.wikidata.org/entity/Q36126	kv	Komi	komi	Komi	Zurjeens	komi	Uralic language that is spoken on the Republic of Komi, Russia	macro-langue ouralienne	Sprache	taal	idioma urálico hablado en la República de Komi, Rusia
http://www.wikidata.org/entity/Q56318	koi	Komi-Permyak	komi-permiak	Komi-Permjakisch	Komi-Permjaaks	komi permio	Uralic language spoken in Perm Krai, Russia	langue ouralienne	Sprache	taal	lengua ugrofinesa
http://www.wikidata.org/entity/Q33702	kg	Kongo	kikongo	Kikongo	Kongo	kikongo	Bantu language spoken in Angola, Congo Brazzaville and Congo Kinshasa	langue parlée par les Kongos vivant en Angola et dans les deux Congo	Bantusprache, die in Angola und dem Kongo gesprochen wird	taal	lengua bantú hablada en Angola y Congo
http://www.wikidata.org/entity/Q9176	ko	Korean	coréen	Koreanisch	Koreaans	coreano	language spoken in Korean Peninsula and some parts of North-eastern China	langue parlée en Corée	hauptsächlich in Nord- und Südkorea gesprochene Sprache	taal	lengua coreánica hablada, principalmente, en la península de Corea
http://www.wikidata.org/entity/Q34806	bss	Kose	akoose	Akoose	Bakossi		language	langue bantoue parlée au Cameroun	Sprache	taal	lengua
http://www.wikidata.org/entity/Q1377116	avk	Kotava	kotava	Kotava	Kotava		international auxiliary language created in 1978	langue construite créée en 1978		kunsttaal, ontwikkeld in 1978	
http://www.wikidata.org/entity/Q35655	ses	Koyraboro Senni	koyraboro senni	Koyra Senni	Koyra Senni	Koyraboro senni	language	langue songhaï	Sprache	taal	variedad songhai de Mali
http://www.wikidata.org/entity/Q28304	koy	Koyukon	koyukon	Koyukon	Koyukon	koyukón	Indigenous language of North America	langue athapascane	Sprache	taal	lengua atabascana
http://www.wikidata.org/entity/Q35744	kri	Krio	krio	Krio	Krio	Criollo sierraleonés	English-based creole language spoken in Sierra Leone	créole à base lexicale anglaise	Sprache	taal	idioma criollo de base inglesa hablado en Sierra Leona
http://www.wikidata.org/entity/Q36209	kum	Kumyk	koumyk	Kumykisch	Koemuks	Idioma cumuco	Turkic language	langue turque	Sprache	taal	lengua túrquica hablado en Rusia
http://www.wikidata.org/entity/Q36368	ku	Kurdish	kurde	Kurdisch	Koerdisch	kurdo	language of Kurds	langue parlée dans la région historique du Kurdistan	Gruppe von drei indogermanischen Sprachen	taal	lengua indoirania hablada en el Kurdistán
http://www.wikidata.org/entity/Q64362996	ku-arab	Kurdish in Arabic script	kurde en écriture arabe		Koerdisch in Arabisch schrift		language expressed in a particular alphabet				
http://www.wikidata.org/entity/Q64362997	ku-latn	Kurdish in Latin script	kurde en alphabet latin		Koerdisch in Latijns schrift		language expressed in a particular alphabet				
http://www.wikidata.org/entity/Q36163	ku	Kurmanji	kurmandji	Kurmandschi	Kurmançi	kurmanji	Kurdish language spoken in eastern Turkey, northern Syria, northern Iraq and in Armenia	dialecte kurde majoritairement parlé dans le nord du Kurdistan (sud-est de la Turquie, nord-ouest de l’Iraq, nord-ouest de l’Iran, à l’ouest et au nord-ouest du lac d’Ourmia, et enfin au nord de la Syrie)	eine der drei kurdischen Sprachen, die zu den nordwestiranischen Sprachen gehören	koerdische taal	lengua indoirania
http://www.wikidata.org/entity/Q33434	kut	Kutenai	kutenai	Kutanaha	Kutenai	Idioma kutenai	Indigenous language of Montana, Idaho, and British Columbia	langue amérindienne isolée	Sprache	taal	lengua hablada por los miembros de la tribu kootenai
http://www.wikidata.org/entity/Q165795	fkv	Kven	kvène	Kvenisch	Kveens	kven	language	langue	Sprache	taal	lengua urálica del grupo balto-fínica hablada por entre 2000 y 8000 personas en Noruega
http://www.wikidata.org/entity/Q1405077	kj	Kwanyama	kwanyama	Kwanyama	Kwanyama	idioma kuanyama	language of Angola and Namibia	langue bantoue parlée en Angola et en Namibie	Sprache	taal	lengua
http://www.wikidata.org/entity/Q9255	ky	Kyrgyz	kirghize	Kirgisisch	Kirgizisch	kirguís	Kipchak Turkic language of Central Asia	langue turcique de l'Asie centrale	Turksprache der Kiptschak-Gruppe	taal	lengua túrquica
http://www.wikidata.org/entity/Q95397566	ky-arab	Kyrgyz Arabic alphabet	alphabet kyrgyz arabisé		Kirgizisch in Arabisch schrift		language expressed in a particular alphabet				
http://www.wikidata.org/entity/Q94989582	ky-cyrl	Kyrgyz in Cyrillic script			Kirgizisch in Cyrillisch schrift		language expressed in a particular alphabet				
http://www.wikidata.org/entity/Q4624	ksh	Kölsch	kölsch	Kölsch	Keuls	dialecto colonés	dialect of the Ripuarian Central German group of languages	dialecte de la langue allemande	Variante des ripuarischen Dialekts in Köln und Umgebung	dialect	dialecto del grupo fráncico ripuario, variedad del alemán central hablado en la ciudad de Colonia y sus alrededores en Alemania
http://www.wikidata.org/entity/Q36494	quc	K’iche’	quiché	Quiché-Sprache	K'iche'	Idioma quiché	Mayan language spoken by the K'iche' people	langue maya	Sprache	taal	lengua mayense de la rama quicheana hablada en Guatemala y México
http://www.wikidata.org/entity/Q36202	lld	Ladin	ladin	Ladinisch	Ladinisch	ladino	Rhaeto-Romance language of northeast Italy	langue romane du groupe rhéto-roman	romanische Sprache	taal	lengua retorromance hablada en Italia
http://www.wikidata.org/entity/Q36206	lbe	Lak	lak	Lakisch	Lak	idioma lak	Northeast Caucasian language	langue caucasienne du nord-est	Sprache	taal	lengua hablada en la región rusa de Daguestán
http://www.wikidata.org/entity/Q56483	lki	Laki	laki	Leki	Laki		Iranian language	langue iranienne	indogermanische Sprache	taal	lengua
http://www.wikidata.org/entity/Q33537	lkt	Lakota	lakota	Lakota	Lakota	lakota	Siouan language spoken by the Lakota people of the Sioux tribes	langue siouane parlée par les Lakotas	Sprache	taal	idioma norteamericano
http://www.wikidata.org/entity/Q9211	lo	Lao	lao	Laotisch	Laotiaans	lao	Kra–Dai language of Southeast Asia	langue parlée au Laos	Staatssprache von Laos	taal	lengua tonal de la familia tai de lenguas, lengua oficial en Laos
http://www.wikidata.org/entity/Q6488195	art-lap	Lapine					fictional language	langue de fiction	fiktive Sprache		
http://www.wikidata.org/entity/Q1852329	egy-x-late	Late Egyptian	néo-égyptien	Neuägyptisch	Late Egyptian	egipcio tardío	language	langue	Sprache	taal	lengua escrita desde la época del Imperio Nuevo a alrededor del 1350 a. C. en el Período de Amarna
http://www.wikidata.org/entity/Q36212	ltg	Latgalian	latgalien	Lettgallisch	Letgaals	Idioma latgaliano	historical variety of Latvian, sometimes considered a separate Baltic language	langue balto-slave, parfois considéré dialecte du letton	baltoslawische Sprache	taal	Lengua báltica oriental
http://www.wikidata.org/entity/Q397	la	Latin	latin	Latein	Latijn	latín	Indo-European language of the Italic branch	langue italique, précurseur des langues romanes	indogermanische Sprache	Indo-Europese, dode taal	lengua itálica de la Antigua Roma, que dio origen a las lenguas romances
http://www.wikidata.org/entity/Q56649449	es-419	Latin American Spanish	espagnol d'Amérique latine	lateinamerikanisches Spanisch	Latijns-Amerikaans-Spaans	español latinoamericano	dialects of Spanish spoken in Latin American countries	ensemble de dialectes de l'espagnol parlés en Amérique latine	Dialekte der spanischen Sprache		dialectos del español hablados en los países de América Latina
http://www.wikidata.org/entity/Q9078	lv	Latvian	letton	Lettisch	Lets	letón	Baltic language, official in Latvia and the European Union	langue balte orientale	baltische Sprache innerhalb der indogermanischen Sprachfamilie	Indo-Europese taal	idioma báltico, oficial en Letonia y la Unión Europea
http://www.wikidata.org/entity/Q770547	lvk	Lavukaleve	lavukaleve	Lavukaleve		lavukaleve	language	langue isolée parlée en Papouasie-Nouvelle-Guinée	Sprache	taal	lengua
http://www.wikidata.org/entity/Q1160372	lzz	Laz	laze	Lasisch	Lazisch	laz	South Caucasian language in the Kartvelian family, close to Mingrelian, spoken by the Laz people on the southeastern shore of the Black Sea	langue caucasienne de la famille des langues kartvéliennes, proche du mingrélien, parlée par les Lazes en Turquie sur la côte sud-est de la Mer noire	kaukasische Sprache	taal	lengua hablada por los lazes en la margen suroriental del mar Negro
http://www.wikidata.org/entity/Q56593	apc	Levantine Arabic	arabe levantin	levantinisches Arabisch	Levantijns-Arabisch	árabe levantino	Arabic variety spoken in the Levant	dialecte de l'arabe, parlé sur le littoral oriental de la mer Méditerranée	arabischer Dialekt	taal	variedad de la lengua árabe
http://www.wikidata.org/entity/Q31746	lez	Lezgian	lezghien	Lesgisch	Lezgisch	Idioma lezgui	Northeast Caucasian language that belongs to the Lezgic languages	langue du Caucase	Sprache, die im Nordosten des Kaukasus gesprochen wird	taal	idioma caucásico del nordeste hablado por los lezguinos
http://www.wikidata.org/entity/Q36106	lij	Ligurian	ligure	Ligurisch	Ligurisch	idioma ligur	Gallo-Romance language (for the ancient extinct language use Q36104)	langue romane	romanische Sprache	taal	lengua romance galoitálica hablada principalmente en Liguria, Italia, así como en áreas de Francia, Mónaco, Cerdeña y algunos enclaves de Piamonte y Córcega
http://www.wikidata.org/entity/Q102172	li	Limburgish	langue limbourgeoise	limburgische Sprache	Limburgse taal	limburgués	Low Franconian language	langue bas-franque	niederfränkische Sprache	Nederfrankische taal	grupo de lenguas francas
http://www.wikidata.org/entity/Q36217	ln	Lingala	lingala	Lingala	Lingala	lingala	Bantu language spoken in western Central Africa	langue bantoue parlée en république démocratique du Congo et en république du Congo	Bantusprache	Bantu taal	lengua bantú hablada en el noroeste de la República Democrática del Congo
http://www.wikidata.org/entity/Q146803	lfn	Lingua Franca Nova	lingua franca nova	Lingua Franca Nova	Lingua Franca Nova	Lingua Franca Nova	auxiliary constructed language, originally created by C. George Boeree, and largely based on a Romance substrate partially creolized then modified by some evolutive rules of simplification	langue construite auxiliaire internationale basée sur les langues romanes	Plansprache	taal	lengua construida por C. George Boeree
http://www.wikidata.org/entity/Q9083	lt	Lithuanian	lituanien	Litauisch	Litouws	lituano	Baltic language spoken in Lithuania	langue balte orientale	baltische Sprache innerhalb der Familie der indogermanischen Sprachen	Indo-Europese taal	lengua de la rama báltica de la familia de lenguas indoeuropeas
http://www.wikidata.org/entity/Q33698	liv	Livonian	live	Livisch	Lijfs	livonio	Southern Finnic language closely related to Estonian	langue finno-ougrienne étroitement liée à l'estonien	Sprache	Fins-Oegrische taal die nauw verwant is aan het Ests	lengua fino-báltica
http://www.wikidata.org/entity/Q36584	olo	Livvi-Karelian	olonetsien	Olonetzisch	Olonetsisch		Finno-Ugric language	langue fennique proche du carélien parlée en Russie	finnougrische Sprache	taal	lengua
http://www.wikidata.org/entity/Q36350	jbo	Lojban	lojban	Lojban	Lojban	Lojban	constructed language based on predicate logic	langage construit basé sur la logique des prédicats	Plansprache auf Basis der Prädikatenlogik		idioma construido basado en la lógica de primer orden (lógica predicativa)
http://www.wikidata.org/entity/Q33754	lmo	Lombard	lombard	Lombardisch	Lombardisch	lombardo	Gallo-Italic language spoken in the Italian region of Lombardy	langue gallo-italique	romanische Sprache	taal	lengua romance hablada principalmente en Italia y Suiza
http://www.wikidata.org/entity/Q25433	nds	Low German	bas allemand	Niederdeutsch	Nederduits	bajo alemán	West Germanic language spoken mainly in northern Germany and the eastern part of the Netherlands	langue germanique	Sprache innerhalb des kontinentalwestgermanischen Dialektkontinuums	taal	variedad lingüística alemana
http://www.wikidata.org/entity/Q13286	dsb	Lower Sorbian	bas-sorabe	Niedersorbisch	Nedersorbisch	bajo sorabo	Western Slavic language spoken in eastern Germany in the historical province of Lower Lusatia	langue slave parlée en Allemagne appartenant au groupe des langues sorabes	westslawische Sprache in der Niederlausitz, Deutschland	taal	lengua eslava
http://www.wikidata.org/entity/Q33628	loz	Lozi	lozi	Lozi	Lozi	Idioma lozi	Bantu language spoken in southern Africa	langue bantoue	Sprache	taal	lengua bantú (familia níger-congo) hablada por grupos étnicos
http://www.wikidata.org/entity/Q6695015	lex	Luang	luang				language	langue timorique	Sprache	taal	lengua
http://www.wikidata.org/entity/Q34173	lua	Luba-Kasai	luba-kasaï	Tschiluba	Luba-Kasai	chiluba	Bantu language spoken in DR Congo	langue bantoue	Sprache	taal	idioma humano
http://www.wikidata.org/entity/Q33368	lg	Luganda	luganda			luganda	Bantu language of Uganda	langue bantoue parlée en Ouganda	Sprache	taal	lengua bantú que es hablada principalmente en la región Buganda
http://www.wikidata.org/entity/Q56322	smj	Lule Sami	same de Lule	Lulesamisch	Lule-Samisch	sami de Lule	endangered Uralic language of Scandinavia	langue same	west-samische Sprache	taal	lengua ugrofinesa
http://www.wikidata.org/entity/Q9051	lb	Luxembourgish	luxembourgeois	Luxemburgisch	Luxemburgs	luxemburgués	Germanic language or language variety spoken in Luxembourg	langue germanique ou variété de langue parlée au Luxembourg	westmitteldeutsche Standardsprache auf nordmoselfränkischer Grundlage mit französischen Einflüssen	Germaanse taal of taalvariëteit die in Luxemburg wordt gesproken	idioma germano-occidental hablado en Luxemburgo
http://www.wikidata.org/entity/Q9296	mk	Macedonian	macédonien	Mazedonisch	Macedonisch	macedonio	South Slavic language mostly spoken in North Macedonia	langue slave	südslawische Sprache	taal	lengua eslava
http://www.wikidata.org/entity/Q36213	mad	Madurese	madourais	Madura	Madurees	madurés	Malayo-Polynesian language spoken in Madura	langue austronésienne parlée en Indonésie	Sprache	Austronesische taal gesproken in Madura en omgeving	lengua de los madureses de la isla de Madura y Java Oriental (Indonesia)
